Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product name,Product Quantity,UOM,MRP,Price,Short Product Description,Long Product Description,SKU Code,Manufacturer,Country Of Origin,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD Available (Y/N),Image,Image.1,Image.2,Image.3,Image.4,Image.5,Image.6,Image.7,Image.8,Image.9,Net Quantity,Brand,Pack Quantity,Pack Size,UPC/EAN,FSSAI no,Preservatives,Preservatives (details),Flavours & Spices,Ready to cook,Ready to eat,Rice grain type,Recommended Age ,Baby Weight,Absorption Duration (in Hrs),Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Ingredients,Usage,Marketed By,Nutritional Facts
EU00000275,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,"The Baker's Dozen Dark Chocolate Cookies 200 g + Lavash - 100% Wholewheat 100 g,  Combo 2 Items",Combo 2 Items,Units,308,251.3,"The Baker's Dozen Dark Chocolate Cookies 200 gCrunchy 100% butter cookies with loads of dark chocolate! No added preservatives. Packed using a special German packaging technology (""fresh lock pack"") that retains its oven baked freshness.The Baker's Dozen Lavash - 100% Wholewheat 100 gCrunchy 100% whole wheat flatbread with no maida which is a favourite with dips! Savour this yummy lavash and share it with your loved ones.", , ,"Mimansa Industries Private Limited,  Survey No. 1540,  Village-Radhu,  TA-Kheda,  Gujarat - 387611",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_1222208_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1222208-2_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1222208-3_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1222208-4_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1222208-5_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1222208-6_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1222208-7_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1222208-8_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,,,,The Baker's Dozen,2,1,'1222208,['10719012000010'], , , , , , , , , , , , , , , , ,"The Baker's Dozen Dark Chocolate Cookies 200 gDark Chocolate (31%), Refined Wheat Flour (Maida), Sugar, Milk Solids (Butter), Apple Cider Vinegar, Raising Agent (Baking Soda), Vanilla Essence.The Baker's Dozen Lavash - 100% Wholewheat 100 gWholewheat Flour (Atta), Honey, Sesame Seeds, Iodized Salt, Yeast.","The Baker's Dozen Dark Chocolate Cookies 200 gOnce opened, store in an airtight container.The Baker's Dozen Lavash - 100% Wholewheat 100 gOnce opened, store in an airtight container.","Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611",
EU00000276,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,"Lal Coconut Cookies - Tea-Time Snack,  No Maida,  160 g",160 g ,grams,99,84.15,"The Lal Coconut Cookies are an amazing product for all those love the sweetness of coconut in their daily meals. 

Made from desiccated coconuts and wheat flour, these cookies are not only delicious but healthy as well. They do not contain maida or any other harmful substances. Pair these cookies with milk or even cold beverages for a wonderful evening snack or even serve to friends and family. 

Explore the wide range of Lal Cookies from chai biscuits to fruit cookies and more only on Big Basket.", , ,"Lal Sweets Pvt Ltd,  #29,  Sena Pillai complex Hulimauv gate,  Bannerghatta Road,  Banglore 560 076",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40251482_2-lal-coconut-cookies-tea-time-snack-no-maida.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40251482-2_2-lal-coconut-cookies-tea-time-snack-no-maida.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40251482-3_2-lal-coconut-cookies-tea-time-snack-no-maida.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40251482-4_2-lal-coconut-cookies-tea-time-snack-no-maida.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40251482-5_2-lal-coconut-cookies-tea-time-snack-no-maida.jpg,,,,,,,Lal,1,1,'8906020492189,'11215302000304, , , , , , , , , , , , , , , , ,"Refined Wheat Flour, Partially Hydrogenated Fat (palm Oil, Palm Kernel Oil, Coconut Oil, Sesame Oil), Desiccated Coconut Powder (20%), Sugar, Butter, Milk Solids, Corn Flour, Refined Palmolein Oil, Raising Agent - Ins 500(ii)",,"Lal Sweets Pvt Ltd, #29, Sena Pillai complex Hulimauv gate, Bannerghatta Road, Banglore 560 076","Nutritional Information - Per 100g

Energy - 440 Kcal
Protein - 5.5g
Total Fat - 16.8g
Saturated Fat- 11.0g
Carbohydrates - 66.5g
Sugar -16.6g"
EU00000277,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,"The Baker's Dozen Peanut Butter Cookies 150 g + Garlic Bread - 100% Wholewheat 160 g,  Combo 2 Items",Combo 2 Items,Units,288,231.3,"The Baker's Dozen Peanut Butter Cookies 150 gEnjoy the Baker's Dozen healthy Peanut Butter Cookies. These nutty, creamy, crunchy delight of cookies are made with the goodness of peanut butter, a delight for weight watchers and fitness lovers. Made with the love of chocolate this cookie is an instant hit with everyone. Made with 100% natural peanut butter and loaded with little chunks of curvature chocolate.The Baker's Dozen Garlic Bread - 100% Wholewheat 160 gGarlic bread is the way it should be, made with 100% whole wheat (atta). Made without any added preservatives or chemicals, the whole wheat garlic bread is packed using a special German packaging technology (""fresh lock pack"") that retains its oven-baked freshness.", , ,"Mimansa Industries Private Limited,  Survey No. 1540,  Village-Radhu,  TA-Kheda,  Gujarat - 387611",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_1222209_1-the-bakers-dozen-peanut-butter-cookies-150-g-garlic-bread-100-wholewheat-160-g.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1222209-2_1-the-bakers-dozen-peanut-butter-cookies-150-g-garlic-bread-100-wholewheat-160-g.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1222209-3_1-the-bakers-dozen-peanut-butter-cookies-150-g-garlic-bread-100-wholewheat-160-g.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1222209-4_1-the-bakers-dozen-peanut-butter-cookies-150-g-garlic-bread-100-wholewheat-160-g.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1222209-5_1-the-bakers-dozen-peanut-butter-cookies-150-g-garlic-bread-100-wholewheat-160-g.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1222209-6_1-the-bakers-dozen-peanut-butter-cookies-150-g-garlic-bread-100-wholewheat-160-g.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1222209-7_1-the-bakers-dozen-peanut-butter-cookies-150-g-garlic-bread-100-wholewheat-160-g.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1222209-8_1-the-bakers-dozen-peanut-butter-cookies-150-g-garlic-bread-100-wholewheat-160-g.jpg,,,,The Baker's Dozen,2,1,'1222209,['10719012000010'], , , , , , , , , , , , , , , , ,"The Baker's Dozen Peanut Butter Cookies 150 gPeanut Butter (28%), Refined Wheat Flour (Maida), Sugar, Butter, Dark Chocolate (14%), Apple Cider Vinegar, Raising Agent (Baking Soda).The Baker's Dozen Garlic Bread - 100% Wholewheat 160 gWholewheat Flour (Atta), Garlic (4%), Sugar, Iodized Salt, Sunflower Oil, Sourdough, Yeast, Gluten, Flour Treatment Agent (Amylases).","The Baker's Dozen Peanut Butter Cookies 150 gReady to EatThe Baker's Dozen Garlic Bread - 100% Wholewheat 160 gAs our products are packed in a special airtight (fresh lock) pack and made without any preservatives, once opened, keep refrigerated and use within 3 days.Toast slightly before use to regain original texture","Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611",
EU00000278,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,"CookieMan Assorted Cookies - Fruit and Nut,  Choc Chip,  400 g",400 g ,grams,300,240,Cookie Man presents a delightful pack of Assorted Artisan Cookies filled with freshly baked cookies. This pack contains Handpound Fruit and Nut and Choco chip cookies. It is a perfect gifting option. Enjoy the fresh-baked cookies by Cookie Man cookies with your friends and family. We sell a diverse line of fresh-baked Australian cookies in India. Check out our other varieties of cookies available.These cookies are baked in the signature auto bake ovens that are proprietary ensuring the most even-baking and the best bite texture!! Cookie Man sources and uses the best ingredients available!! The worlds most favorite cookie with an Australian Twist using the best chocolate chips in the world!!, , ,"Australian Foods India Private Limited,  22 and 23,  Ambattur Industrial Estate,  Ambattur,  Chennai-58.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40202699_1-cookie-man-assorted-cookies-fruit-nut-choc-chip.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202699-2_1-cookie-man-assorted-cookies-fruit-nut-choc-chip.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202699-3_1-cookie-man-assorted-cookies-fruit-nut-choc-chip.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202699-4_1-cookie-man-assorted-cookies-fruit-nut-choc-chip.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202699-5_1-cookie-man-assorted-cookies-fruit-nut-choc-chip.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202699-6_1-cookie-man-assorted-cookies-fruit-nut-choc-chip.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202699-7_1-cookie-man-assorted-cookies-fruit-nut-choc-chip.jpg,,,,,CookieMan,1,1,'40202699,'10017042003193, , , , , , , , , , , , , , , , ,"Fruit and Nut Cookies: Refined Wheat Flour (maida), Edible Vegetable Fat (22%) (interesterified Vegetable Fat â Palm], Sugar, Whole Wheat Flour (atta), Whey Protein Concentrate ( 6 % ), (sweetener Ins 965), Almond (2.5%), Cashew Nuts (2.5%) , Dried Fruit Cranberry (2%), Milk Solids (1.5%), Black Currant, Wheat Gluten, Raising Agent(ins 500(ii), Ins 503(ii)), Iodised Salt, Antioxidant (ins300), Zinc Oxide, Vitamin D3. Other Minerals And Vitamins Zinc Oxide. (added As Per Recommended Dietary Allowance Level) Appropriate Overages Of Vitamins.
Choc Chip Cookies: Refined Wheat Flour (maida), Edible Vegetable Fat [ Partially Hydrogenated Vegetable Fat - Palm Oil, Palmolein and Palm Kernal Oil, ], Chocolate Chip Milk (17%)[sugar, Edible Vegetable Fat, Milk Solids and Cocoa Solids, Contains Added Artificial Flavour - Vanilla], Sugar, Desiccated Coconut Powder (6%), Invert Syrup, Soya Flour, Potato Starch, Milk Solids(0.5%), Raising Agent[ins 500(ii), Ins 503(ii), Iodised Salt, Emulsifier [472(e), Ins 464], Antioxidant [ins 300] Hydrogenated Vegetable Fat Used - Contains Trans Fat. Allergen Information: Contains Wheat Gluten, Milk Products And Traces Of Soya.",Ready to eat.,"Australian Foods India Private Limited, 22 and 23, Ambattur Industrial Estate, Ambattur, Chennai-58.","Fruit and Nut Cookies: Energy- 526 kcal, Carbohydrate- 56 g,(Sugars-19 g, Dietary Fibre- 3 g), Proteins -12 g, Total Fat-28 g,(Saturated Fatty Acids-15g, Mono Unsaturated Fatty Acids -10 g, Poly Unsaturated Fatty Acids -2 g, Trans Fatty Acids -0 g,cholesterol-1 g), Sodium-252 mg, Calcium- 42 mg, Contains Traces Of Other Vitamins And Minerals.
Choc Chip Cookies: Energy-557 kcal, Carbohydrate-59 g,(sugars -32 g,dietary Fiber-2 g), Protein-6 g, Total Fat-33 g( Saturated Fatty Acids-22 g, Mono Unsaturated Fatty Acids- 8 g, Poly Unsaturated Fatty Acids- 2 g,Trans Fatty Acids-1 g), Sodium- 163 mg, Calcium-17 mg."
EU00000279,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,"The Baker's Dozen Coconut Oats Cookies - Fresh,  Crunchy,  Tasty,  Baked Perfectly,  85 g",85 g ,grams,85,85,"The Baker's Dozen brings to you Coconut Oats Cookies that are healthy as it is made of high-quality ingredients. Awaken your taste buds with these superfoods-loaded cookies. It is a perfect healthy snack option for breakfast or while travelling. It is high in protein and dietary fibre and is made with all-natural ingredients, it does not contain any preservatives. This gift pack is great for gifting at any occasion or festival. Have it with a glass of milk, tea or enjoy it as it is.
1. Made with high-quality ingredients.
2. It is hygienically packed.
3. Perfect for all occasions and festivals.
4. Rich, crunchy and delicious snack.", , ,Jayshri Gayatri Food products Pvt. Ltd.,India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40280217_1-the-bakers-dozen-coconut-oats-cookies-fresh-crunchy-tasty-baked-perfectly.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40280217-2_1-the-bakers-dozen-coconut-oats-cookies-fresh-crunchy-tasty-baked-perfectly.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40280217-3_1-the-bakers-dozen-coconut-oats-cookies-fresh-crunchy-tasty-baked-perfectly.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40280217-4_1-the-bakers-dozen-coconut-oats-cookies-fresh-crunchy-tasty-baked-perfectly.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40280217-5_1-the-bakers-dozen-coconut-oats-cookies-fresh-crunchy-tasty-baked-perfectly.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40280217-6_1-the-bakers-dozen-coconut-oats-cookies-fresh-crunchy-tasty-baked-perfectly.jpg,,,,,,The Baker's Dozen,1,1,'8906076132138,['10719012000010'], , , , , , , , , , , , , , , , ,"Refined Wheat Flour (Maida), Butter, Sugar, Coconut Powder (12%), Oats (9%), Apple Cider Vinegar, Raising Agent (Baking Soda), Vanilla Essence.",,Jayshri Gayatri Food products Pvt. Ltd.,"Per 100 g :

Energy 529 kcal,
Total fat 29 g,
Saturated fat 12 g,
Trans fat 0 g,
Cholesterol 8 mg,
Carbohydrate 59 g,
Total sugar 28 g,
Added sugar 26 g,
Protein 10 g,
Total Dietary fiber 7 mg,
Sodium 175 g ."
EU00000280,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,"POLKA Sugarless Diet Rusk - Sooji and Elaichi,  200 g",200 g ,grams,165,165,"Enjoy a hearty and healthy evening time rusk that contains 95% less sugar. What's more, it has the sweet taste of elaichi and made with the love of Sooji. It contains dietary fibre, so whether you are watching your weight or you are diabetic these rusks will be a great pick for your health. A great evening/ breakfast snack.
Tea Time Snacks", , ,"POLKA FOODS,  53-54 SECTOR 16,  HSIIDC BAHADURGARH,  HARYANA,  124507.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40202560_2-polka-sugarless-diet-rusk-sooji-elaichi.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202560-2_2-polka-sugarless-diet-rusk-sooji-elaichi.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202560-3_2-polka-sugarless-diet-rusk-sooji-elaichi.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202560-4_2-polka-sugarless-diet-rusk-sooji-elaichi.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202560-5_2-polka-sugarless-diet-rusk-sooji-elaichi.jpg,,,,,,,POLKA,1,1,'8906082832176,'10816007000018, , , , , , , , , , , , , , , , ,"Refined Wheat Flour, Sooji, Oligo Fructose, Yeast, Elaichi.",Ready to Eat.,"POLKA FOODS, 53-54 SECTOR 16, HSIIDC BAHADURGARH, HARYANA, 124507.",
EU00000281,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,"The Baker's Dozen Peanut Butter Cookies - Nutty,  Creamy,  Delicious,  Perfectly Baked,  75 g",75 g ,grams,95,95,"The Baker's Dozen brings to you Peanut Butter Cookies that are healthy as it is made of high-quality ingredients. Awaken your taste buds with these superfoods-loaded cookies. Enjoy the taste of peanut butter in cookies. It is a perfect healthy snack option for breakfast or while travelling. It is high in protein and dietary fibre and is made with all-natural ingredients, it does not contain any preservatives. This gift pack is great for gifting at any occasion or festival. Have it with a glass of milk, or tea or enjoy it as it is.
1. Made with high quality ingredients.
2. It is hygienically packed.
3. Perfect for all occasions and festivals.
4. Rich, crunchy and delicious snack.", , ,Jayshri Gayatri Food products Pvt. Ltd.,India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40280218_1-the-bakers-dozen-peanut-butter-cookies-nutty-creamy-delicious-perfectly-baked.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40280218-2_1-the-bakers-dozen-peanut-butter-cookies-nutty-creamy-delicious-perfectly-baked.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40280218-3_1-the-bakers-dozen-peanut-butter-cookies-nutty-creamy-delicious-perfectly-baked.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40280218-4_1-the-bakers-dozen-peanut-butter-cookies-nutty-creamy-delicious-perfectly-baked.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40280218-5_1-the-bakers-dozen-peanut-butter-cookies-nutty-creamy-delicious-perfectly-baked.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40280218-6_1-the-bakers-dozen-peanut-butter-cookies-nutty-creamy-delicious-perfectly-baked.jpg,,,,,,The Baker's Dozen,1,1,'8906076132145,['10719012000010'], , , , , , , , , , , , , , , , ,"Peanut Butter (28%), Refined Wheat Flour (Maida), Sugar, Butter, Dark Chocolate (14%), Apple Cider Vinegar, Raising Agent (Baking Soda).",,Jayshri Gayatri Food products Pvt. Ltd.,"Per 100 g :-

Energy 460 kcal,
Protein 8.4 g,
Carbohydrates 56.2 g,
Sugar 28.5 g,
Fat 22.3 g ."
EU00000282,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,"POLKA Multigrain Khari Puff - Fresh and Crispy,  Teatime Snacks,  300 g",300 g ,grams,120,120,"Polka Multigrain Khari is a fresh and crispy khari for teatime break and an all-time favourite with tea. This is a light and fluffy biscuit that is made from multigrain flour and butter. It is baked until golden and crunchy. Indulge in this beautiful crispy khari in each bite. These kharis make a great healthy snacking option. They are soft, crispy, and crunchy. Enjoy it with your loved ones with tea.

It is crispy and flaky.
It is made with fine ingredients.
A perfect teatime snacks.", , ,"53-54 SECTOR 16,  HSIIDC BAHADURGARH,  HARYANA,  124507.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40230240_1-polka-multigrain-khari-soft-crispy-crunchy.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40230240-2_1-polka-multigrain-khari-soft-crispy-crunchy.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40230240-3_1-polka-multigrain-khari-soft-crispy-crunchy.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40230240-4_1-polka-multigrain-khari-soft-crispy-crunchy.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40230240-5_1-polka-multigrain-khari-soft-crispy-crunchy.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40230240-6_1-polka-multigrain-khari-soft-crispy-crunchy.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40230240-7_1-polka-multigrain-khari-soft-crispy-crunchy.jpg,,,,,POLKA,1,1,'4023024,'10816007000018, , , , , , , , , , , , , , , , ,"Refined Wheat Flour, Bakery Shortening (Edible Vegetable Oils-Palm Oil, Palmolein Oil And Til Oil), Multigrain Mix (Sunflower Seeds, Soya Seeds, Sesame Seeds, Melon Seeds, Rolled Oats, Wheat Bran), Salt.",,,"Per 100 g: -
Energy 548.72 kcal
Carbohydrate 52.43 g
Sugar 4.83 g
Protein 7.2 g
Fat 33.65 g"
EU00000283,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,"POLKA Marori Khari Puff - Flaky and Crispy,  Teatime Snack,  300 g",300 g ,grams,120,120,"Kharis are a traditional Indian namkeen snack. It is flaky and crispy in texture. This flavourful snack is best enjoyed with tea and coffee. Traditional Indian khari twisted shape filled with Indian masala, served in a safe and hygienic way for you and your loved one.
A journey began in the spirit of creating diverse products that people could enjoy everywhere. Embarking on the next chapter of success, today Polka proudly stands for creating new and exciting bakery offerings â new flavors â new concepts â new ways to share happiness.", , ,"POLKA FOODS,  53-54 SECTOR 16,  HSIIDC BAHADURGARH,  HARYANA,  124507.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40197343_3-polka-marori-puff.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40197343-2_3-polka-marori-puff.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40197343-3_3-polka-marori-puff.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40197343-4_3-polka-marori-puff.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40197343-5_3-polka-marori-puff.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40197343-6_2-polka-marori-puff.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40197343-7_2-polka-marori-puff.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40197343-8_2-polka-marori-puff.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40197343-9_2-polka-marori-puff.jpg,,,POLKA,1,1,'40197343,'10816007000018, , , , , , , , , , , , , , , , ,"Refined Wheat Flour, Bakery Shortening, Salt, Dried Fenugreek (Kasturi Methi), Turmeric, Carom Seeds (ajwain).",Ready to eat.,"POLKA FOODS, 53-54 SECTOR 16, HSIIDC BAHADURGARH, HARYANA, 124507.",
EU00000284,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,"Nutribee Whole Wheat Rusk - Curry Leaf,  200 g",200 g ,grams,105,105,"A crunchy, earthy snack, made with carefully roasted curry leaves and chillis. Evening pakoda cravings have a healthy alternative. All our products are made with no maida, butter, sugar or preservatives.", , ,"AzureEdge Ventures Pvt Ltd, #24,  Vinayaka Layout,  3rd Stage,  Marenahalli,  Vijayanagar,  Bangalore - 560040",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40127520_3-nutribee-whole-wheat-rusk-curry-leaf.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40127520-2_2-nutribee-whole-wheat-rusk-curry-leaf.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40127520-3_2-nutribee-whole-wheat-rusk-curry-leaf.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40127520-4_2-nutribee-whole-wheat-rusk-curry-leaf.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40127520-5_2-nutribee-whole-wheat-rusk-curry-leaf.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40127520-6_1-nutribee-whole-wheat-rusk-curry-leaf.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40127520-7_1-nutribee-whole-wheat-rusk-curry-leaf.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40127520-8_1-nutribee-whole-wheat-rusk-curry-leaf.jpg,,,,Nutribee,1,1,'4012752,'11216332000542, , , , , , , , , , , , , , , , ,"Organic Whole Wheat, Curry Leaf, Chilli, Yeast, Salt, Oil, Jaggery",Ready to eat.,"AzureEdge Ventures Pvt Ltd,#24, Vinayaka Layout, 3rd Stage, Marenahalli, Vijayanagar, Bangalore - 560040",
